93	8	62	12	30	65	26	55	44	10	18	85	25	84	1	69	35	67	0	61	0
64	33	40	65	74	48	9	84	59	42	14	73	96	41	54	28	79	97	62	24	0
95	0	72	58	19	93	29	94	92	21	96	86	50	24	16	45	27	31	88	4	0
19	51	58	78	73	48	94	27	98	21	56	31	83	40	47	72	37	60	66	81	0
5	11	25	64	62	40	38	68	21	69	97	88	24	23	94	17	27	4	96	90	0
27	3	12	7	80	36	31	88	20	93	28	58	42	23	83	44	79	55	84	76	0
62	47	54	33	21	25	1	78	94	92	26	90	30	71	57	0	86	39	95	64	3
21	47	31	48	46	52	34	83	29	77	37	32	49	86	51	81	35	74	20	79	1
87	51	49	90	1	46	17	83	23	29	81	22	53	16	30	0	88	25	42	84	3
36	50	27	69	47	14	2	80	6	25	68	9	53	88	7	75	18	79	13	90	1
53	44	88	65	23	75	77	35	10	34	86	69	80	17	5	54	61	68	56	6	0
44	97	95	59	54	96	22	49	20	86	61	74	6	15	70	24	66	28	13	11	0
65	62	22	33	9	63	76	85	28	46	48	87	34	72	77	18	93	13	41	37	0
45	28	51	42	12	16	48	25	61	8	92	14	49	66	81	4	52	36	53	54	1
35	16	38	3	58	51	12	4	19	97	34	66	78	84	14	17	48	93	33	23	0
26	54	42	92	11	58	14	37	38	52	13	91	90	8	36	57	99	12	61	24	0
65	78	93	59	33	68	77	16	92	25	76	85	66	12	14	64	1	55	7	57	0
37	70	47	91	10	43	80	85	31	89	25	19	16	68	1	83	99	38	34	8	0
93	84	32	27	35	74	56	38	20	90	76	29	82	58	97	33	79	66	12	23	3
40	15	64	38	96	61	88	62	82	1	74	16	59	87	19	4	83	89	75	48	0
39	26	61	7	81	82	45	96	73	11	85	56	70	80	64	9	62	60	5	15	1
71	22	40	84	74	34	39	31	91	99	29	68	83	72	14	90	88	67	1	37	0
89	88	67	6	50	40	45	16	44	46	38	96	70	30	17	59	55	27	62	49	2
33	57	80	10	81	28	99	44	76	85	49	71	64	86	75	47	9	48	74	41	0
11	49	67	5	37	41	32	6	99	65	44	89	17	25	76	23	58	62	80	59	0
17	46	10	81	65	74	5	80	64	14	28	32	70	90	77	33	71	39	38	11	0
31	44	60	95	29	8	17	43	69	90	96	66	87	11	37	7	77	59	68	3	1
41	64	39	90	88	38	94	85	77	50	3	53	8	97	57	32	13	76	4	55	0
79	57	86	41	7	40	77	20	6	83	60	98	49	70	14	76	47	84	66	35	0
38	32	20	44	9	64	59	13	47	97	60	61	87	26	70	41	50	3	46	15	1
27	61	8	96	6	46	3	47	40	80	37	89	12	15	54	44	22	43	9	99	0
31	71	28	78	22	44	5	1	56	57	67	23	82	47	17	41	15	54	72	55	2
50	96	1	99	47	9	75	14	5	74	90	23	65	54	56	70	16	8	28	66	2
64	31	74	8	65	56	69	54	42	67	62	92	85	39	73	43	55	98	14	20	0
13	44	52	33	64	61	14	47	99	9	6	28	53	77	62	2	22	82	36	42	0
35	77	46	95	82	52	76	60	18	96	99	9	43	59	72	74	21	75	12	22	0
15	87	45	78	95	68	48	25	12	70	79	80	60	72	5	43	65	54	34	61	0
7	76	32	27	33	94	18	75	23	58	77	83	78	42	91	5	39	65	72	21	0
12	72	62	23	81	8	49	74	36	16	56	45	26	87	30	48	24	69	27	73	1
28	91	94	55	24	78	37	51	98	45	84	49	41	66	25	48	10	46	44	34	0
53	75	92	10	43	62	99	33	38	79	24	65	89	32	4	96	97	50	34	11	0
97	43	6	48	16	99	26	17	32	58	25	94	5	75	52	72	39	92	83	95	2
21	74	41	24	33	2	90	10	81	67	45	8	55	64	6	18	65	43	23	15	0
41	34	15	64	78	14	44	54	23	49	36	33	32	3	66	65	60	29	16	99	1
92	12	42	29	49	23	32	28	64	24	16	52	20	87	14	25	5	46	33	68	1
58	31	78	37	69	94	42	85	97	41	28	2	45	74	68	10	26	71	61	6	0
27	19	42	64	94	35	5	68	96	7	93	67	60	21	56	22	62	86	1	71	0
92	4	40	81	59	84	49	94	33	78	98	85	91	56	52	66	1	75	20	64	1
81	20	63	87	64	57	65	41	62	5	79	83	36	91	21	24	55	74	50	85	1
48	25	19	51	26	22	53	11	38	41	34	27	0	70	69	15	80	24	87	32	1
4	10	41	1	73	59	17	33	99	69	7	63	12	20	49	87	23	53	68	22	0
47	79	97	64	70	72	99	94	98	56	25	36	33	34	35	45	78	12	40	57	0
47	12	61	90	91	66	5	6	87	15	67	44	78	85	96	13	92	54	73	43	0
35	13	47	78	83	96	19	45	16	92	15	82	67	34	50	77	95	40	70	87	0
22	16	33	12	49	48	19	30	81	63	47	91	7	20	4	36	11	68	60	78	0
51	20	32	45	84	50	62	12	26	14	44	83	19	93	13	58	3	92	17	6	0
87	5	24	84	64	69	95	20	91	30	15	4	83	22	35	13	90	67	48	75	0
85	55	58	48	52	26	99	42	9	36	54	74	20	37	84	90	98	97	32	70	0
77	46	48	87	60	73	84	39	38	89	71	51	44	49	11	4	29	72	88	76	2
98	73	56	7	58	34	39	83	35	88	25	10	29	55	54	28	87	32	8	24	3
4	35	27	76	97	13	9	53	22	55	33	23	70	65	87	45	1	50	29	6	0
90	72	27	76	78	12	77	50	86	32	61	42	94	96	68	52	92	66	49	14	1
48	37	15	16	60	24	49	32	98	41	43	0	70	87	82	55	91	95	54	8	0
69	42	4	15	55	3	9	22	68	36	75	58	95	33	48	76	18	43	93	12	2
18	71	37	73	84	43	78	20	7	53	90	44	12	41	55	97	22	9	74	14	0
65	20	53	40	11	62	54	39	4	29	93	86	44	82	90	13	25	0	42	96	0
22	82	10	81	1	86	12	66	89	44	16	69	42	31	52	48	5	38	18	74	1
4	46	47	88	30	35	94	27	71	58	78	14	56	53	60	31	80	89	48	29	0
14	50	95	57	25	92	97	38	64	85	9	7	42	91	99	65	48	55	67	59	2
14	0	32	98	76	43	85	65	69	66	26	49	72	53	47	62	25	15	30	94	1
74	23	61	9	36	88	34	85	25	53	47	73	38	30	13	37	72	21	87	57	1
10	99	24	48	76	17	22	54	21	95	66	62	77	2	4	12	6	72	52	1	1
50	2	80	60	49	43	78	29	51	1	77	10	4	33	74	3	23	70	21	66	0
75	97	66	0	70	68	73	47	50	56	72	33	32	15	11	71	23	34	65	77	0
7	99	37	36	12	2	92	34	98	58	32	28	73	90	39	54	65	48	77	20	2
40	14	74	93	68	91	8	67	88	32	12	52	22	86	39	66	62	4	76	89	0
64	27	22	78	39	59	42	23	80	58	73	79	49	87	17	77	55	94	63	37	0
60	84	67	46	72	9	75	0	12	68	54	11	3	82	66	29	31	32	63	25	0
58	37	13	51	67	61	24	50	68	26	47	36	62	4	92	90	32	94	56	20	0
0	92	11	28	37	95	44	80	93	42	64	50	47	33	24	54	16	61	34	7	0
97	98	35	64	11	94	12	52	92	54	14	36	16	69	99	53	44	84	9	61	0
49	41	86	78	52	26	96	85	19	57	59	32	36	48	79	0	93	83	31	53	0
33	76	59	81	49	25	29	39	52	57	21	68	73	10	58	77	53	63	48	26	0
86	58	74	29	85	18	90	88	69	76	95	33	60	53	41	30	43	4	48	9	0
69	93	17	36	83	78	38	19	13	20	12	99	62	48	29	97	80	74	76	14	1
89	61	57	17	48	46	10	20	71	3	96	38	22	51	50	55	69	49	72	85	0
19	64	7	43	85	11	28	54	2	21	60	72	73	15	63	40	35	36	91	38	0
54	33	59	23	69	35	38	67	48	28	95	57	32	91	27	40	10	56	83	3	2
43	32	58	35	39	55	46	1	12	30	10	97	95	71	0	34	29	61	36	69	0
4	70	26	21	65	60	57	84	89	29	92	78	40	76	42	11	35	74	39	6	0
22	23	6	15	63	93	69	99	3	44	90	94	95	51	70	42	55	97	50	65	2
59	2	6	77	42	71	96	45	20	25	22	97	85	3	5	10	74	79	65	61	0
19	4	47	76	42	18	20	0	99	8	15	93	60	54	55	97	98	71	89	41	0
32	65	22	43	34	14	90	75	42	85	71	91	87	51	10	84	33	20	25	23	0
29	25	90	30	56	45	3	47	26	84	78	7	82	99	77	41	59	76	5	62	0
82	55	92	33	50	8	78	6	61	71	47	4	12	87	94	60	14	67	37	72	0
78	48	3	99	44	68	5	96	14	94	17	64	52	39	47	98	35	67	21	50	1
86	73	81	91	36	79	1	5	59	20	62	94	30	7	51	16	87	58	35	25	2
45	3	65	22	10	49	57	33	61	72	2	23	84	95	99	53	90	82	63	64	0
1	50	21	14	32	34	17	7	64	80	76	36	61	74	53	49	71	30	52	2	0
20	60	15	77	98	59	61	1	66	56	11	69	87	21	44	55	31	17	36	18	0
27	19	7	30	61	49	5	39	40	91	82	47	50	64	45	51	48	54	60	81	0
71	31	35	33	47	81	82	14	61	1	51	69	7	29	91	17	26	36	48	23	2
86	38	4	75	97	10	81	61	26	63	46	5	82	52	23	98	76	85	50	49	0
55	44	14	71	92	96	17	68	19	35	21	43	64	5	1	37	27	50	23	39	3
77	3	58	73	74	22	6	78	96	93	50	15	92	70	43	64	82	16	51	31	1
40	67	15	52	1	53	44	34	54	70	87	20	94	91	84	8	41	57	95	29	0
33	18	43	65	15	70	16	26	3	74	27	64	5	72	6	99	25	49	39	61	0
41	30	76	81	3	50	4	65	25	99	85	62	18	24	34	17	20	86	22	55	0
54	70	37	49	91	12	50	3	47	82	25	52	85	24	36	59	42	8	30	44	1
94	71	76	23	95	50	58	12	18	9	96	73	37	83	7	55	28	49	22	67	0
80	72	28	96	46	93	18	6	19	89	76	45	27	29	63	78	8	54	23	77	1
70	7	46	51	26	54	39	80	90	1	95	43	66	63	11	24	38	8	92	32	1
95	36	18	12	61	78	37	35	23	26	65	86	63	25	73	27	79	96	34	82	2
55	48	14	42	93	90	32	82	37	15	34	78	95	17	97	12	56	74	21	44	2
30	71	31	38	88	13	34	85	27	63	8	24	66	46	39	59	67	47	12	37	0
14	41	69	96	59	61	3	47	62	16	46	17	18	30	52	84	79	75	68	99	1
48	58	12	27	24	97	54	71	49	81	90	66	13	59	62	88	7	26	57	8	0
95	84	77	97	24	55	76	91	82	72	59	54	20	19	30	6	5	12	13	21	0
85	45	64	97	94	14	70	25	61	98	96	82	88	41	65	73	72	10	55	48	0
58	31	19	71	2	33	90	56	5	87	96	49	84	0	3	92	41	38	17	22	0
91	0	7	4	90	38	58	95	75	85	39	15	71	94	21	27	74	54	88	55	0
19	85	0	20	66	71	68	15	75	63	41	1	11	24	34	62	94	27	47	91	2
94	91	97	79	3	98	2	1	72	53	78	52	80	27	87	32	70	24	10	62	0
98	24	35	86	46	71	59	49	81	19	28	89	58	4	97	47	88	34	93	37	0
30	76	57	15	66	73	14	74	78	79	47	9	68	81	97	91	52	60	64	88	1
75	8	65	76	99	42	88	15	73	56	2	85	20	94	79	55	67	44	12	19	0
6	60	95	52	42	9	84	43	31	7	85	24	64	90	37	82	54	65	14	74	0
61	15	86	56	79	64	65	46	42	78	7	68	80	39	37	76	62	24	0	72	0
89	96	25	55	88	13	70	41	36	83	72	79	52	32	48	73	31	5	19	76	1
14	64	81	68	70	51	97	56	62	21	36	29	91	53	57	43	45	11	67	90	0
91	9	60	68	20	72	25	43	45	23	26	38	92	73	56	3	27	80	11	89	0
16	43	75	76	28	97	53	93	48	29	12	91	3	2	63	8	22	18	96	68	0
35	68	99	76	11	55	8	53	32	40	62	2	22	65	91	39	18	45	46	17	0
20	68	95	28	27	49	17	25	84	92	76	74	64	23	71	67	58	51	22	1	0
19	87	71	79	54	52	35	84	56	91	96	22	99	43	3	90	83	14	67	57	3
0	69	16	25	72	23	24	3	22	11	86	20	39	37	47	84	87	33	93	43	0
2	90	36	78	71	72	21	66	94	85	70	31	23	59	34	50	52	10	1	0	0
1	29	63	85	23	45	94	36	69	42	44	35	56	34	12	48	19	66	25	60	0
92	30	60	1	50	32	76	79	15	62	37	59	13	94	4	93	43	21	82	57	1
0	61	67	12	3	34	62	78	54	96	60	40	49	48	65	41	74	86	5	93	0
88	56	13	48	16	64	30	6	60	75	97	66	81	55	73	61	89	65	94	41	1
44	78	51	6	2	85	16	14	66	42	99	32	24	39	46	10	18	23	20	70	2
59	32	58	61	69	10	46	36	95	74	86	83	40	7	43	80	78	39	99	1	1
54	63	10	80	57	13	50	14	45	66	84	51	29	25	12	36	83	96	41	76	1
51	95	90	93	76	89	22	0	14	38	79	82	49	43	32	39	33	16	13	9	0
54	30	45	0	65	55	91	96	11	74	94	89	33	31	64	90	53	27	81	3	0
61	9	95	27	29	35	98	10	26	86	32	24	48	65	2	82	33	75	16	42	0
2	34	65	29	71	94	8	33	38	43	1	44	74	62	23	49	55	3	14	52	1
75	2	18	59	85	46	45	53	12	1	10	82	79	50	92	77	14	40	95	47	0
97	29	82	42	25	58	39	18	94	26	16	48	50	30	27	62	98	6	44	89	2
81	97	4	60	98	54	70	36	46	17	57	67	95	32	83	21	58	94	61	47	0
